Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,Mexico,2020-03-05T14:53:03,5,0,1,23,-102
,Pakistan,2020-03-05T14:53:03,5,0,0,30.3753,69.3451
,Saudi Arabia,2020-03-05T14:53:03,5,0,0,24,45
"Cook County, IL",US,2020-03-05T14:53:03,5,0,2,41.7377,-87.6976
,Brazil,2020-03-05T14:53:03,4,0,0,-14.235,-51.9253
,Chile,2020-03-05T14:53:03,4,0,0,-35.6751,-71.543
,Georgia,2020-03-05T14:53:03,4,0,0,42.3154,43.3569
,Palestine,2020-03-05T14:53:03,4,0,0,31.9522,35.2332
,Russia,2020-03-05T14:53:03,4,0,2,60,90
,Senegal,2020-03-05T14:53:03,4,0,0,14.4974,-14.4524
"New York City, NY",US,2020-03-05T14:53:03,4,0,0,40.7128,-74.006
Western Australia,Australia,2020-03-05T14:53:03,3,1,0,-31.9505,115.8605
,Egypt,2020-03-05T14:53:03,3,0,1,26,30
,Estonia,2020-03-05T14:53:03,3,0,0,58.5953,25.0136
,New Zealand,2020-03-05T14:53:03,3,0,0,-40.9006,174.886
,Philippines,2020-03-05T14:53:03,3,1,1,13,122
,Saint Barthelemy,2020-03-05T14:53:03,3,0,0,17.9,-62.8333
"Orange County, CA",US,2020-03-05T14:53:03,3,0,0,33.7879,-117.8531
"San Diego County, CA",US,2020-03-05T14:53:03,3,0,1,32.7157,-117.1611
,Bosnia and Herzegovina,2020-03-05T14:53:03,2,0,0,43.9159,17.6791
" Montreal, QC",Canada,2020-03-05T14:53:03,2,0,0,45.5017,-73.5673
,Hungary,2020-03-05T14:53:03,2,0,0,47.1625,19.5033
,Indonesia,2020-03-05T14:53:03,2,0,0,-0.7893,113.9213
,Morocco,2020-03-05T14:53:03,2,0,0,31.7917,-7.0926
,Slovenia,2020-03-05T14:53:03,2,0,0,46.1512,14.9955
"Bergen County, NJ",US,2020-03-05T14:53:03,2,0,0,40.9263,-74.077
"Fulton County, GA",US,2020-03-05T14:53:03,2,0,0,33.8034,-84.3963
"Grafton County, NH",US,2020-03-05T14:53:03,2,0,0,43.9088,-71.826
"Harris County, TX",US,2020-03-05T14:53:03,2,0,0,29.7752,-95.3103
"Hillsborough, FL",US,2020-03-05T14:53:03,2,0,0,27.9904,-82.3018
"Placer County, CA",US,2020-03-05T14:53:03,2,1,0,39.0916,-120.8039
"Providence, RI",US,2020-03-05T14:53:03,2,0,0,41.824,-71.4128
"Sacramento County, CA",US,2020-03-05T14:53:03,2,0,0,38.4747,-121.3542
"San Benito, CA",US,2020-03-05T14:53:03,2,0,0,36.5761,-120.9876
"San Francisco County, CA",US,2020-03-05T14:53:03,2,0,0,37.7749,-122.4194
"San Mateo, CA",US,2020-03-05T14:53:03,2,0,0,37.563,-122.3255
"Washington County, OR",US,2020-03-05T14:53:03,2,0,0,45.547,-123.1386
,Afghanistan,2020-03-05T14:53:03,1,0,0,33,65
,Andorra,2020-03-05T14:53:03,1,0,0,42.5063,1.5218
,Argentina,2020-03-05T14:53:03,1,0,0,-38.4161,-63.6167
,Armenia,2020-03-05T14:53:03,1,0,0,40.0691,45.0382
Northern Territory,Australia,2020-03-05T14:53:03,1,0,0,-12.4634,130.8456
Tasmania,Australia,2020-03-05T14:53:03,1,0,0,-41.4545,145.9707
,Cambodia,2020-03-05T14:53:03,1,0,1,11.55,104.9167
"London, ON",Canada,2020-03-05T14:53:03,1,0,1,42.9849,-81.2453
,Dominican Republic,2020-03-05T14:53:03,1,0,0,18.7357,-70.1627
,Faroe Islands,2020-03-05T14:53:03,1,0,0,61.8926,-6.9118
,Gibraltar,2020-03-05T14:53:03,1,0,0,36.1408,-5.3536
,Jordan,2020-03-05T14:53:03,1,0,0,31.24,36.51
,Latvia,2020-03-05T14:53:03,1,0,0,56.8796,24.6032
,Liechtenstein,2020-03-05T14:53:03,1,0,0,47.14,9.55
,Lithuania,2020-03-05T14:53:03,1,0,0,55.1694,23.8813
,Luxembourg,2020-03-05T14:53:03,1,0,0,49.8144,6.1317
Tibet,China,2020-03-05T14:53:03,1,0,1,31.6927,88.0924
,Monaco,2020-03-05T14:53:03,1,0,0,43.7333,7.4167
,Nepal,2020-03-05T14:53:03,1,0,1,28.1667,84.25
,Nigeria,2020-03-05T14:53:03,1,0,0,9.082,8.6753
,North Macedonia,2020-03-05T14:53:03,1,0,0,41.6086,21.7453
,Poland,2020-03-05T14:53:03,1,0,0,51.9194,19.1451
,South Africa,2020-03-05T14:53:03,1,0,0,-30.5595,22.9375
,Sri Lanka,2020-03-05T14:53:03,1,0,1,7,81
,Tunisia,2020-03-05T14:53:03,1,0,0,34,9
" Norfolk County, MA",US,2020-03-05T14:53:03,1,0,0,42.1767,-71.1449
"Berkeley, CA",US,2020-03-05T14:53:03,1,0,0,37.8715,-122.273
"Boston, MA",US,2020-03-05T14:53:03,1,0,1,42.3601,-71.0589
"Clark County, NV",US,2020-03-05T14:53:03,1,0,0,36.0796,-115.094
"Contra Costa County, CA",US,2020-03-05T14:53:03,1,0,0,37.8534,-121.9018
"Fort Bend County, TX",US,2020-03-05T14:53:03,1,0,0,29.5693,-95.8143
"Grant County, WA",US,2020-03-05T14:53:03,1,0,0,47.1981,-119.3732
"Humboldt County, CA",US,2020-03-05T14:53:03,1,0,0,40.745,-123.8695
"Madison, WI",US,2020-03-05T14:53:03,1,0,1,43.0731,-89.4012
"Maricopa County, AZ",US,2020-03-05T14:53:03,1,0,0,33.2918,-112.4291
"Queens County, NY",US,2020-03-05T14:53:03,1,0,0,40.7282,-73.7949
"San Antonio, TX",US,2020-03-05T14:53:03,1,0,0,29.4241,-98.4936
"Santa Rosa County, FL",US,2020-03-05T14:53:03,1,0,0,30.769,-86.9824
"Sarasota, FL",US,2020-03-05T14:53:03,1,0,0,27.3364,-82.5307
"Sonoma County, CA",US,2020-03-05T14:53:03,1,0,0,38.578,-122.9888
"Tempe, AZ",US,2020-03-05T14:53:03,1,0,1,33.4255,-111.94
"Umatilla, OR",US,2020-03-05T14:53:03,1,0,0,45.775,-118.7606
"Wake County, NC",US,2020-03-05T14:53:03,1,0,0,35.8032,-78.5661
"Williamson County, TN",US,2020-03-05T14:53:03,1,0,0,35.9179,-86.8622
,Ukraine,2020-03-05T14:53:03,1,0,0,48.3794,31.1656
From Diamond Princess,Australia,2020-03-05T14:53:03,0,0,0,35.4437,139.638
"Lackland, TX (From Diamond Princess)",US,2020-03-05T14:53:03,0,0,0,29.3829,-98.6134
"Omaha, NE (From Diamond Princess)",US,2020-03-05T14:53:03,0,0,0,41.2545,-95.9758
"Travis, CA (From Diamond Princess)",US,2020-03-05T14:53:03,0,0,0,38.2721,-121.9399
Hubei,China,2020-03-06T14:23:04,67592,2931,42033,30.9756,112.2707
,South Korea,2020-03-06T14:23:04,6593,42,135,36,128
,Iran,2020-03-06T14:23:04,4747,124,913,32,53
,Italy,2020-03-06T14:23:04,4636,197,523,43,12
Guangdong,China,2020-03-06T14:23:04,1352,7,1216,23.3417,113.4244
Henan,China,2020-03-06T14:23:04,1272,22,1244,33.882,113.614
Zhejiang,China,2020-03-06T14:23:04,1215,1,1147,29.1832,120.0934
Hunan,China,2020-03-06T14:23:04,1018,4,955,27.6104,111.7088
Anhui,China,2020-03-06T14:23:04,990,6,979,31.8257,117.2264
Jiangxi,China,2020-03-06T14:23:04,935,1,909,27.614,115.7221
Shandong,China,2020-03-06T14:23:04,758,6,618,36.3427,118.1498
Diamond Princess cruise ship,Others,2020-03-06T14:23:04,696,6,40,35.4437,139.638
,Germany,2020-03-06T14:23:04,670,0,17,51,9
,France,2020-03-06T14:23:04,653,9,12,47,2
Jiangsu,China,2020-03-06T14:23:04,631,0,594,32.9711,119.455
Chongqing,China,2020-03-06T14:23:04,576,6,513,30.0572,107.874
Sichuan,China,2020-03-06T14:23:04,539,3,442,30.6171,102.7103
Heilongjiang,China,2020-03-06T14:23:04,481,13,396,47.862,127.7615
Beijing,China,2020-03-06T14:23:04,422,8,299,40.1824,116.4142
,Japan,2020-03-06T14:23:04,420,6,46,36,138
,Spain,2020-03-06T14:23:04,400,5,2,40,-4
Shanghai,China,2020-03-06T14:23:04,342,3,306,31.202,121.4491
Hebei,China,2020-03-06T14:23:04,318,6,305,38.0428,114.5149
Fujian,China,2020-03-06T14:23:04,296,1,284,26.0789,117.9874
Guangxi,China,2020-03-06T14:23:04,252,2,217,23.8298,108.7881
Shaanxi,China,2020-03-06T14:23:04,245,1,226,35.1917,108.8701
,Switzerland,2020-03-06T14:23:04,214,1,3,46.8182,8.2275
Yunnan,China,2020-03-06T14:23:04,174,2,170,24.974,101.487
Hainan,China,2020-03-06T14:23:04,168,6,158,19.1959,109.7453
,UK,2020-03-06T14:23:04,163,2,8,55,-3
Guizhou,China,2020-03-06T14:23:04,146,2,114,26.8154,106.8748
Tianjin,China,2020-03-06T14:23:04,136,3,128,39.3054,117.323
Shanxi,China,2020-03-06T14:23:04,133,0,126,37.5777,112.2922
,Singapore,2020-03-06T14:23:04,130,0,78,1.2833,103.8333
,Netherlands,2020-03-06T14:23:04,128,1,0,52.1326,5.2913
Liaoning,China,2020-03-06T14:23:04,125,1,106,41.2956,122.6085
Gansu,China,2020-03-06T14:23:04,119,2,87,36.0611,103.8343
,Belgium,2020-03-06T14:23:04,109,0,1,50.8333,4
,Norway,2020-03-06T14:23:04,108,0,0,60.472,8.4689
Hong Kong,Hong Kong,2020-03-06T14:23:04,107,2,46,22.3,114.2
,Sweden,2020-03-06T14:23:04,101,0,0,63,16
Jilin,China,2020-03-06T14:23:04,93,1,90,43.6661,126.1923
,Malaysia,2020-03-06T14:23:04,83,0,22,2.5,112.5
Xinjiang,China,2020-03-06T14:23:04,76,3,71,41.1129,85.2401
Inner Mongolia,China,2020-03-06T14:23:04,75,1,65,44.0935,113.9448
Ningxia,China,2020-03-06T14:23:04,75,0,71,37.2692,106.1655
,Bahrain,2020-03-06T14:23:04,60,0,4,26.0275,50.55
,Kuwait,2020-03-06T14:23:04,58,0,0,29.5,47.75
"King County, WA",US,2020-03-06T14:23:04,58,12,1,47.548,-121.9836
,Austria,2020-03-06T14:23:04,55,0,0,47.5162,14.5501
,Thailand,2020-03-06T14:23:04,48,1,31,15,101
,Greece,2020-03-06T14:23:04,45,0,0,39.0742,21.8243
Taiwan*,Taiwan*,2020-03-06T14:23:04,45,1,12,23.7,121
Unassigned Location (From Diamond Princess),US,2020-03-06T14:23:04,45,0,0,35.4437,139.638
,Iceland,2020-03-06T14:23:04,43,0,0,64.9631,-19.0208
,Iraq,2020-03-06T14:23:04,40,3,0,33,44
,India,2020-03-06T14:23:04,31,0,3,21,78
,United Arab Emirates,2020-03-06T14:23:04,29,0,5,24,54
New South Wales,Australia,2020-03-06T14:23:04,26,1,4,-33.8688,151.2093
"Toronto, ON",Canada,2020-03-06T14:23:04,24,0,2,43.6532,-79.3832
,Denmark,2020-03-06T14:23:04,23,0,1,56.2639,9.5018
,Lebanon,2020-03-06T14:23:04,22,0,1,33.8547,35.8623
British Columbia,Canada,2020-03-06T14:23:04,21,0,3,49.2827,-123.1207
,Israel,2020-03-06T14:23:04,21,0,2,31,35
,San Marino,2020-03-06T14:23:04,21,1,0,43.9424,12.4578
"Santa Clara, CA",US,2020-03-06T14:23:04,20,0,1,37.3541,-121.9552
"Snohomish County, WA",US,2020-03-06T14:23:04,19,1,0,48.033,-121.8339
"Westchester County, NY",US,2020-03-06T14:23:04,19,0,0,41.122,-73.7949
,Czech Republic,2020-03-06T14:23:04,18,0,0,49.8175,15.473
,Ireland,2020-03-06T14:23:04,18,0,0,53.1424,-7.6921
Qinghai,China,2020-03-06T14:23:04,18,0,18,35.7452,95.9956
,Algeria,2020-03-06T14:23:04,17,0,0,28.0339,1.6596
,Oman,2020-03-06T14:23:04,16,0,2,21,57
,Palestine,2020-03-06T14:23:04,16,0,0,31.9522,35.2332
"New York County, NY",US,2020-03-06T14:23:04,16,0,0,40.7128,-74.006
,Vietnam,2020-03-06T14:23:04,16,0,16,16,108
,Egypt,2020-03-06T14:23:04,15,0,1,26,30
,Finland,2020-03-06T14:23:04,15,0,1,64,26
Queensland,Australia,2020-03-06T14:23:04,13,0,8,-28.0167,153.4
,Brazil,2020-03-06T14:23:04,13,0,0,-14.235,-51.9253
,Ecuador,2020-03-06T14:23:04,13,0,0,-1.8312,-78.1834
,Portugal,2020-03-06T14:23:04,13,0,0,39.3999,-8.2245
,Russia,2020-03-06T14:23:04,13,0,2,60,90
"Los Angeles, CA",US,2020-03-06T14:23:04,13,0,0,34.0522,-118.2437
,Croatia,2020-03-06T14:23:04,11,0,0,45.1667,15.5
Victoria,Australia,2020-03-06T14:23:04,10,0,7,-37.8136,144.9631
,Estonia,2020-03-06T14:23:04,10,0,0,58.5953,25.0136
Macau,Macau,2020-03-06T14:23:04,10,0,10,22.1667,113.55
,Romania,2020-03-06T14:23:04,9,0,1,46,25
,Qatar,2020-03-06T14:23:04,8,0,0,25.3548,51.1839
South Australia,Australia,2020-03-06T14:23:04,7,0,2,-34.9285,138.6007
,Slovenia,2020-03-06T14:23:04,7,0,0,46.1512,14.9955
,Azerbaijan,2020-03-06T14:23:04,6,0,0,40.1431,47.5769
,Belarus,2020-03-06T14:23:04,6,0,0,53.7098,27.9534
,Mexico,2020-03-06T14:23:04,6,0,1,23,-102
,Pakistan,2020-03-06T14:23:04,6,0,0,30.3753,69.3451
,Philippines,2020-03-06T14:23:04,5,1,1,13,122
,Poland,2020-03-06T14:23:04,5,0,0,51.9194,19.1451
,Saudi Arabia,2020-03-06T14:23:04,5,0,0,24,45
"Cook County, IL",US,2020-03-06T14:23:04,5,0,2,41.7377,-87.6976
"Placer County, CA",US,2020-03-06T14:23:04,5,1,0,39.0916,-120.8039
"Unassigned Location, WA",US,2020-03-06T14:23:04,5,0,0,47.7511,-120.7401
,Chile,2020-03-06T14:23:04,4,0,0,-35.6751,-71.543
,Georgia,2020-03-06T14:23:04,4,0,0,42.3154,43.3569
,Indonesia,2020-03-06T14:23:04,4,0,0,-0.7893,113.9213
,New Zealand,2020-03-06T14:23:04,4,0,0,-40.9006,174.886
,Senegal,2020-03-06T14:23:04,4,0,0,14.4974,-14.4524
Western Australia,Australia,2020-03-06T14:23:04,3,1,0,-31.9505,115.8605
,North Macedonia,2020-03-06T14:23:04,3,0,0,41.6086,21.7453
,Saint Barthelemy,2020-03-06T14:23:04,3,0,0,17.9,-62.8333
"Contra Costa County, CA",US,2020-03-06T14:23:04,3,0,0,37.8534,-121.9018
"Harris County, TX",US,2020-03-06T14:23:04,3,0,0,29.7752,-95.3103
"Montgomery County, MD",US,2020-03-06T14:23:04,3,0,0,39.1547,-77.2405
"Orange County, CA",US,2020-03-06T14:23:04,3,0,0,33.7879,-117.8531
"San Diego County, CA",US,2020-03-06T14:23:04,3,0,1,32.7157,-117.1611
"Suffolk County, MA",US,2020-03-06T14:23:04,3,0,1,42.3601,-71.0589
,Argentina,2020-03-06T14:23:04,2,0,0,-38.4161,-63.6167
,Bosnia and Herzegovina,2020-03-06T14:23:04,2,0,0,43.9159,17.6791
" Montreal, QC",Canada,2020-03-06T14:23:04,2,0,0,45.5017,-73.5673
,Dominican Republic,2020-03-06T14:23:04,2,0,0,18.7357,-70.1627
,Hungary,2020-03-06T14:23:04,2,0,0,47.1625,19.5033
,Luxembourg,2020-03-06T14:23:04,2,0,0,49.8144,6.1317
,Morocco,2020-03-06T14:23:04,2,0,0,31.7917,-7.0926
" Norfolk County, MA",US,2020-03-06T14:23:04,2,0,0,42.1767,-71.1449
"Bergen County, NJ",US,2020-03-06T14:23:04,2,0,0,40.9263,-74.077
"Denver County, CO",US,2020-03-06T14:23:04,2,0,0,39.7392,-104.9903
"Fulton County, GA",US,2020-03-06T14:23:04,2,0,0,33.8034,-84.3963
"Grafton County, NH",US,2020-03-06T14:23:04,2,0,0,43.9088,-71.826
"Hillsborough, FL",US,2020-03-06T14:23:04,2,0,0,27.9904,-82.3018
"Maricopa County, AZ",US,2020-03-06T14:23:04,2,0,0,33.2918,-112.4291
"Providence, RI",US,2020-03-06T14:23:04,2,0,0,41.824,-71.4128
"Sacramento County, CA",US,2020-03-06T14:23:04,2,0,0,38.4747,-121.3542
"San Benito, CA",US,2020-03-06T14:23:04,2,0,0,36.5761,-120.9876
"San Francisco County, CA",US,2020-03-06T14:23:04,2,0,0,37.7749,-122.4194
"San Mateo, CA",US,2020-03-06T14:23:04,2,0,0,37.563,-122.3255
"Summit County, CO",US,2020-03-06T14:23:04,2,0,0,39.5912,-106.064
"Washington County, OR",US,2020-03-06T14:23:04,2,0,0,45.547,-123.1386
,Afghanistan,2020-03-06T14:23:04,1,0,0,33,65
,Andorra,2020-03-06T14:23:04,1,0,0,42.5063,1.5218
,Armenia,2020-03-06T14:23:04,1,0,0,40.0691,45.0382
Tasmania,Australia,2020-03-06T14:23:04,1,0,0,-41.4545,145.9707
,Bhutan,2020-03-06T14:23:04,1,0,0,27.5142,90.4336
,Cambodia,2020-03-06T14:23:04,1,0,1,11.55,104.9167
,Cameroon,2020-03-06T14:23:04,1,0,0,3.848,11.5021
"Calgary, Alberta",Canada,2020-03-06T14:23:04,1,0,0,51.0447,-114.0719
"London, ON",Canada,2020-03-06T14:23:04,1,0,1,42.9849,-81.2453
,Colombia,2020-03-06T14:23:04,1,0,0,4.5709,-74.2973
,Costa Rica,2020-03-06T14:23:04,1,0,0,9.7489,-83.7534
,Faroe Islands,2020-03-06T14:23:04,1,0,0,61.8926,-6.9118
,Gibraltar,2020-03-06T14:23:04,1,0,0,36.1408,-5.3536
,Jordan,2020-03-06T14:23:04,1,0,0,31.24,36.51
,Latvia,2020-03-06T14:23:04,1,0,0,56.8796,24.6032
,Liechtenstein,2020-03-06T14:23:04,1,0,0,47.14,9.55
,Lithuania,2020-03-06T14:23:04,1,0,0,55.1694,23.8813
Tibet,China,2020-03-06T14:23:04,1,0,1,31.6927,88.0924
,Monaco,2020-03-06T14:23:04,1,0,0,43.7333,7.4167
,Nepal,2020-03-06T14:23:04,1,0,1,28.1667,84.25
,Nigeria,2020-03-06T14:23:04,1,0,0,9.082,8.6753
,Peru,2020-03-06T14:23:04,1,0,0,-9.19,-75.0152
,Serbia,2020-03-06T14:23:04,1,0,0,44.0165,21.0059
,Slovakia,2020-03-06T14:23:04,1,0,0,48.669,19.699
,South Africa,2020-03-06T14:23:04,1,0,0,-30.5595,22.9375
,Sri Lanka,2020-03-06T14:23:04,1,0,1,7,81
,Togo,2020-03-06T14:23:04,1,0,0,8.6195,0.8248
,Tunisia,2020-03-06T14:23:04,1,0,0,34,9
"Berkeley, CA",US,2020-03-06T14:23:04,1,0,0,37.8715,-122.273
"Chatham County, NC",US,2020-03-06T14:23:04,1,0,0,35.7211,-79.1781
"Clark County, NV",US,2020-03-06T14:23:04,1,0,0,36.0796,-115.094
"Delaware County, PA",US,2020-03-06T14:23:04,1,0,0,39.9078,-75.3879
"Douglas County, NE",US,2020-03-06T14:23:04,1,0,0,41.3148,-96.1951
"Fayette County, KY",US,2020-03-06T14:23:04,1,0,0,38.0606,-84.4803
"Floyd County, GA",US,2020-03-06T14:23:04,1,0,0,34.2829,-85.2308
"Fort Bend County, TX",US,2020-03-06T14:23:04,1,0,0,29.5693,-95.8143
"Grant County, WA",US,2020-03-06T14:23:04,1,0,0,47.1981,-119.3732
"Humboldt County, CA",US,2020-03-06T14:23:04,1,0,0,40.745,-123.8695
"Madison, WI",US,2020-03-06T14:23:04,1,0,1,43.0731,-89.4012
"Marion County, IN",US,2020-03-06T14:23:04,1,0,0,39.8362,-86.1752
"Middlesex County, MA",US,2020-03-06T14:23:04,1,0,0,42.4672,-71.2874
"Nassau County, NY",US,2020-03-06T14:23:04,1,0,0,40.6546,-73.5594
"Norwell County, MA",US,2020-03-06T14:23:04,1,0,0,42.1615,-70.7928
"Ramsey County, MN",US,2020-03-06T14:23:04,1,0,0,44.9964,-93.0616
"San Antonio, TX",US,2020-03-06T14:23:04,1,0,0,29.4241,-98.4936
"Santa Rosa County, FL",US,2020-03-06T14:23:04,1,0,0,30.769,-86.9824
"Sarasota, FL",US,2020-03-06T14:23:04,1,0,0,27.3364,-82.5307
"Sonoma County, CA",US,2020-03-06T14:23:04,1,0,0,38.578,-122.9888
"Tempe, AZ",US,2020-03-06T14:23:04,1,0,1,33.4255,-111.94
"Umatilla, OR",US,2020-03-06T14:23:04,1,0,0,45.775,-118.7606
"Wake County, NC",US,2020-03-06T14:23:04,1,0,0,35.8032,-78.5661
"Washoe County, NV",US,2020-03-06T14:23:04,1,0,0,40.5608,-119.6035
"Wayne County, PA",US,2020-03-06T14:23:04,1,0,0,41.6739,-75.2479
"Williamson County, TN",US,2020-03-06T14:23:04,1,0,0,35.9179,-86.8622
"Yolo County, CA",US,2020-03-06T14:23:04,1,0,0,38.7646,-121.9018
,Ukraine,2020-03-06T14:23:04,1,0,0,48.3794,31.1656
,Vatican City,2020-03-06T14:23:04,1,0,0,41.9029,12.4534
From Diamond Princess,Australia,2020-03-06T14:23:04,0,0,0,35.4437,139.638
Northern Territory,Australia,2020-03-06T14:23:04,0,0,0,-12.4634,130.8456
"Lackland, TX (From Diamond Princess)",US,2020-03-06T14:23:04,0,0,0,29.3829,-98.6134
"Omaha, NE (From Diamond Princess)",US,2020-03-06T14:23:04,0,0,0,41.2545,-95.9758
"Travis, CA (From Diamond Princess)",US,2020-03-06T14:23:04,0,0,0,38.2721,-121.9399
Hubei,China,2020-03-07T11:13:04,67666,2959,43500,30.9756,112.2707
,South Korea,2020-03-07T11:13:04,7041,44,135,36,128
,Italy,2020-03-07T11:13:04,5883,233,589,43,12
,Iran,2020-03-07T11:13:04,5823,145,1669,32,53
Guangdong,China,2020-03-07T11:13:04,1352,7,1237,23.3417,113.4244
Henan,China,2020-03-07T11:13:04,1272,22,1244,33.882,113.614
Zhejiang,China,2020-03-07T11:13:04,1215,1,1154,29.1832,120.0934
Hunan,China,2020-03-07T11:13:04,1018,4,960,27.6104,111.7088
Anhui,China,2020-03-07T11:13:04,990,6,979,31.8257,117.2264
,France,2020-03-07T11:13:04,949,11,12,47,2
Jiangxi,China,2020-03-07T11:13:04,935,1,916,27.614,115.7221
,Germany,2020-03-07T11:13:04,799,0,18,51,9
Shandong,China,2020-03-07T11:13:04,758,6,627,36.3427,118.1498
Diamond Princess cruise ship,Others,2020-03-07T11:13:04,696,6,40,35.4437,139.638
Jiangsu,China,2020-03-07T11:13:04,631,0,606,32.9711,119.455
Chongqing,China,2020-03-07T11:13:04,576,6,526,30.0572,107.874
Sichuan,China,2020-03-07T11:13:04,539,3,454,30.6171,102.7103
,Spain,2020-03-07T11:13:04,500,10,30,40,-4
Heilongjiang,China,2020-03-07T11:13:04,481,13,403,47.862,127.7615
,Japan,2020-03-07T11:13:04,461,6,76,36,138
Beijing,China,2020-03-07T11:13:04,426,8,303,40.1824,116.4142
Shanghai,China,2020-03-07T11:13:04,342,3,313,31.202,121.4491
Hebei,China,2020-03-07T11:13:04,318,6,307,38.0428,114.5149
Fujian,China,2020-03-07T11:13:04,296,1,295,26.0789,117.9874
,Switzerland,2020-03-07T11:13:04,268,1,3,46.8182,8.2275
Guangxi,China,2020-03-07T11:13:04,252,2,218,23.8298,108.7881
Shaanxi,China,2020-03-07T11:13:04,245,1,226,35.1917,108.8701
,UK,2020-03-07T11:13:04,206,2,18,55,-3
,Netherlands,2020-03-07T11:13:04,188,1,0,52.1326,5.2913
Yunnan,China,2020-03-07T11:13:04,174,2,170,24.974,101.487
,Belgium,2020-03-07T11:13:04,169,0,1,50.8333,4
Hainan,China,2020-03-07T11:13:04,168,6,158,19.1959,109.7453
,Sweden,2020-03-07T11:13:04,161,0,0,63,16
,Norway,2020-03-07T11:13:04,147,0,0,60.472,8.4689
Guizhou,China,2020-03-07T11:13:04,146,2,115,26.8154,106.8748
,Singapore,2020-03-07T11:13:04,138,0,78,1.2833,103.8333
Tianjin,China,2020-03-07T11:13:04,136,3,128,39.3054,117.323
Shanxi,China,2020-03-07T11:13:04,133,0,126,37.5777,112.2922
Liaoning,China,2020-03-07T11:13:04,125,1,107,41.2956,122.6085
Gansu,China,2020-03-07T11:13:04,120,2,87,36.0611,103.8343
Hong Kong,Hong Kong,2020-03-07T11:13:04,108,2,51,22.3,114.2
Jilin,China,2020-03-07T11:13:04,93,1,90,43.6661,126.1923
,Malaysia,2020-03-07T11:13:04,93,0,23,2.5,112.5
,Bahrain,2020-03-07T11:13:04,85,0,4,26.0275,50.55
,Austria,2020-03-07T11:13:04,79,0,0,47.5162,14.5501
Xinjiang,China,2020-03-07T11:13:04,76,3,72,41.1129,85.2401
Inner Mongolia,China,2020-03-07T11:13:04,75,1,67,44.0935,113.9448
Ningxia,China,2020-03-07T11:13:04,75,0,71,37.2692,106.1655
"King County, WA",US,2020-03-07T11:13:04,71,15,1,47.548,-121.9836
,Kuwait,2020-03-07T11:13:04,61,0,0,29.5,47.75
"Westchester County, NY",US,2020-03-07T11:13:04,57,0,0,41.122,-73.7949
,Iraq,2020-03-07T11:13:04,54,4,0,33,44
,Iceland,2020-03-07T11:13:04,50,0,0,64.9631,-19.0208
,Thailand,2020-03-07T11:13:04,50,1,31,15,101
,Greece,2020-03-07T11:13:04,46,0,0,39.0742,21.8243
Taiwan*,Taiwan*,2020-03-07T11:13:04,45,1,12,23.7,121
Unassigned Location (From Diamond Princess),US,2020-03-07T11:13:04,45,0,0,35.4437,139.638
,United Arab Emirates,2020-03-07T11:13:04,45,0,7,24,54
,India,2020-03-07T11:13:04,34,0,3,21,78
"Santa Clara County, CA",US,2020-03-07T11:13:04,32,0,1,37.3541,-121.9552
New South Wales,Australia,2020-03-07T11:13:04,28,1,4,-33.8688,151.2093
"Toronto, ON",Canada,2020-03-07T11:13:04,27,0,3,43.6532,-79.3832
"Snohomish County, WA",US,2020-03-07T11:13:04,27,1,0,48.033,-121.8339
,Denmark,2020-03-07T11:13:04,23,0,1,56.2639,9.5018
,San Marino,2020-03-07T11:13:04,23,1,0,43.9424,12.4578
,Lebanon,2020-03-07T11:13:04,22,0,1,33.8547,35.8623
,Palestine,2020-03-07T11:13:04,22,0,0,31.9522,35.2332
British Columbia,Canada,2020-03-07T11:13:04,21,0,4,49.2827,-123.1207
,Israel,2020-03-07T11:13:04,21,0,2,31,35
Grand Princess Cruise Ship,US,2020-03-07T11:13:04,21,0,0,37.6489,-122.6655
,Portugal,2020-03-07T11:13:04,20,0,0,39.3999,-8.2245
,Czech Republic,2020-03-07T11:13:04,19,0,0,49.8175,15.473
,Ireland,2020-03-07T11:13:04,18,0,0,53.1424,-7.6921
Qinghai,China,2020-03-07T11:13:04,18,0,18,35.7452,95.9956
,Vietnam,2020-03-07T11:13:04,18,0,16,16,108
,Algeria,2020-03-07T11:13:04,17,0,0,28.0339,1.6596
,Oman,2020-03-07T11:13:04,16,0,2,21,57
,Egypt,2020-03-07T11:13:04,15,0,1,26,30
,Finland,2020-03-07T11:13:04,15,0,1,64,26
"Los Angeles, CA",US,2020-03-07T11:13:04,14,0,0,34.0522,-118.2437
Queensland,Australia,2020-03-07T11:13:04,13,0,8,-28.0167,153.4
,Brazil,2020-03-07T11:13:04,13,0,0,-14.235,-51.9253
,Ecuador,2020-03-07T11:13:04,13,0,0,-1.8312,-78.1834
,Russia,2020-03-07T11:13:04,13,0,2,60,90
,Croatia,2020-03-07T11:13:04,12,0,0,45.1667,15.5
Victoria,Australia,2020-03-07T11:13:04,11,0,7,-37.8136,144.9631
"New York County, NY",US,2020-03-07T11:13:04,11,0,0,40.7128,-74.006
,Estonia,2020-03-07T11:13:04,10,0,0,58.5953,25.0136
Macau,Macau,2020-03-07T11:13:04,10,0,10,22.1667,113.55
